Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Inspection Date,Decision Date,Inspection Result,Link,Charges
"XPRESS STOP","3375 GAP NEWPORT PIKE","WEST GROVE","PA",19390,"Yes","No","N/A","N/A","Not available",07/21/2011,"No Violations Observed","","N/A"
"TEXACO","3461 E ROUTE 66","KINGMAN","AZ",86401,"Yes","No","N/A","N/A","Not available",07/21/2011,"No Violations Observed","","N/A"
"WAHS TEXACO","500 E LANCASTER AVE","HAVERFORD","PA",19041,"Yes","No","N/A","N/A","Not available",07/21/2011,"No Violations Observed","","N/A"
"WALGREENS","28095 HWY 28","HAZLEHURST","MS",39083,"No","No","N/A","N/A","Not available",07/21/2011,"No Violations Observed","","N/A"
"WOODY'S","1000 W BEALE ST","KINGMAN","AZ",86401,"Yes","No","N/A","N/A","Not available",07/21/2011,"No Violations Observed","","N/A"
"WOODY'S","3401 N STOCKTON HILL RD","KINGMAN","AZ",86409,"Yes","No","N/A","N/A","Not available",07/21/2011,"No Violations Observed","","N/A"
"ZIPZ!","12671 ANTIOCH RD","OVERLAND PARK","KS",66213,"Yes","No","N/A","N/A","Not available",07/21/2011,"No Violations Observed","","N/A"
"UNI MARTS LLC #04142","MAIN & MERCY ST","DURYEA","PA",18642,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"WALGREEN CO. DBA WALGREENS #05789","1800 N. MISSOURI AVE.  SUITE #2","WEST MEMPHIS","AR",72301,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"PJ'S COUNTRY STORE #1","9499 HWY 70 I-40 LEHI EXIT 270","MARION","AR",72364,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"GENUARDIS 1007","310 S HENDERSON RD","KING OF PRUSSIA","PA",19406,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"WALGREENS # 10386","508 E PLANK RD","ALTOONA","PA",16602,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BIG APPLE FOOD STORE #1063","34 FLEMMING ST","LINCOLN","ME",04457,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"S A C SHOP 11","4918 BUSINESS 220","BEDFORD","PA",15522,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"RITE AID #11012","3331 PLEASANT VALLEY BLVD","ALTOONA","PA",16602,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BIG APPLE FOOD STORE  1102","1340 ROOSEVELT RD","RAYMOND","ME",04071,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BIG APPLE FOOD STORE #1105","293 ROOSEVELT TRL","NAPLES","ME",04055,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BIG APPLE FOOD STORE #1107","16 PORTLAND ST","BRIDGTON","ME",04009,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"RITE AID #11120","3654 WELSH ROAD","WILLOW GROVE","PA",19090,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"WEST MEMPHIS FOODSERVICE  INC. (STAND #12)","1550 N. INGRAM BLVD","WEST MEMPHIS","AR",72301,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FRED'S STORE #1205","3395 HIGHWAY 5 NORTH","BENTON","AR",72015,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FLASH MARKET #14","600 WEST BROADWAY","WEST MEMPHIS","AR",72301,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"HANNAFORD FOOD & DRUG #140","22 GODING AVE","LINCOLN","ME",04457,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"7-ELEVEN 24010C 1408","1 N YORK RD","HATBORO","PA",19040,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FOOD GIANT SUPERMARKETS  INC. DBA MARION MARKET PLACE #147","100 BLOCK ST","MARION","AR",72364,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CVS PHARMACY 1472","3714 BRANCH AVE","TEMPLE HILLS","MD",20748,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"TURKEY HILL MNT MKTS 151","912 PENNSYLVANIA AVE","MATAMORAS","PA",18336,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"WAWA FOOD MARKET 152","207 N HENDERSON RD","KING OF PRUSSIA","PA",19406,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FOOD LION 1549","15300 MCMULLEN HWY SW","CUMBERLAND","MD",21502,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"SMOKERS EXPRESS CIG OUTLET 1710","307 REAR SOUTH JUNIATA ST","HOLLIDAYSBURG","PA",16648,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"TOM THUMB FOOD STORE #18","432 SOUTH FORREST AVENUE","LUVERNE","AL",36049,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"WAL-MART STORE #18","2500 MACOLM STREET VILLAGE MALL SHOPPING CENTER","NEWPORT","AR",72112,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"TURKEY HILL MNT MKTS 186","50 N FRONT STREET","STEELTON","PA",17113,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"SHEETZ INC 187","509 E PLANK RD","ALTOONA","PA",16602,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"WAL-MART STORE # 1919","1000 OUTER W BROADWAY","LINCOLN","ME",04457,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"LA ESPERANZA GROCERY NO 2","6303 ALLENTOWN RD","TEMPLE HILLS","MD",20748,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"D & S QUICK STOP #2","18052 HIGHWAY 280","DADEVILLE","AL",36853,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"RUTVA 2011","1209 SECOND STREET","PELAHATCHIE","MS",39145,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"ALL STAR EXPRESS 202","15617 MCMULLEN HWY SW","CUMBERLAND","MD",21502,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"TOP STAR EXPRESS 21","RT 22 & OLD LINCOLN SCHOO","ONO","PA",17077,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"PIGGLY WIGGLY #226","1297 S FOREST AVE","LUVERNE","AL",36049,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FRED'S STORE #2295","2695 HWY. 77","MARION","AR",72364,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"SHEETZ INC 23","11 W MAIN ST","EVERETT","PA",15537,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"WEIS MARKETS INC #23","506 SOUTH 29TH ST","HARRISBURG","PA",17104,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FRED'S STORE #2420","1705 MALCOLM","NEWPORT","AR",72112,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"TURKEY HILL MNT MKT 262","106 S 3RD  ST","COOPERSBURG","PA",18036,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FLASH MARKET #27","101 E. BROADWAY","WEST MEMPHIS","AR",72301,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"GIANT FOOD STORE #272","360 SOUTH 2ND STREET","MCCONNELLSBURG","PA",17233,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"COGOS CO 29","4071 RAYSTOWN RD","HOPEWELL","PA",16650,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FG EXPRESS #3","100 WEST HIGHWAY 64","MCCRORY","AR",72101,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CONVENIENT FOOD MART 3019","305 N MAIN ST","PITTSTON","PA",18640,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"TA OPERATING LLC DBA PETRO STOPPING CENTER #311","3900 PETRO ROAD  BLDG. 2","WEST MEMPHIS","AR",72301,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"TA OPERATING LLC DBA PETRO STOPPING CENTERS #311","3900 PETRO ROAD  BLDG. 3","WEST MEMPHIS","AR",72301,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"TOBACCO SUPERSTORE #32","405 SOUTH WEST DRIVE  STE C","JONESBORO","AR",72401,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"HARVEST FOODS #3205","1212 SALEM RD.","BENTON","AR",72019,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"J & P FLASH  INC. DBA / FLASH MARKET #324","2816 STATE HWY 77","MARION","AR",72364,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"7-ELEVEN 33453A","3730 BRANCH AVE","TEMPLE HILLS","MD",20748,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"GRAND UNION MARKETS 3400","501 W RT 6 HARTFORD ST","MILFORD","PA",18337,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FLASH MARKET #35","1621 NORTH MISSOURI","WEST MEMPHIS","AR",72301,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FLASH MARKET #38","7373 I-55","MARION","AR",72364,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"KUM & GO #386","200 HIGHWAY 63 B","BONO","AR",72416,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"WEIS MARKETS INC #40","100 PARK HILL PLAZA","ALTOONA","PA",16602,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"RITE AID PHARMACY #4146","19 PORTLAND RD","BRIDGTON","ME",04009,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"RITE AID PHARMACY #4161","665 ROOSEVELT TRL","NAPLES","ME",04055,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"SHEETZ # 420","5700 SIXTH AVE","ALTOONA","PA",16602,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"KROGER LPI #445","1525-A S. CARAWAY","JONESBORO","AR",72401,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"LOVE'S TRAVEL STOP #450","800 MARTIN LUTHER KING DRIVE","WEST MEMPHIS","AR",72301,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"KROGER FUEL CENTER #469","300 I-40 SERVICE RD.","WEST MEMPHIS","AR",72301,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BILO 47","9TH AVE AND 17TH ST STATION MALL","ALTOONA","PA",16601,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"KASH KING 5","4812 ST BARNABAS RD","TEMPLE HILLS","MD",20748,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"REHKOPF'S #5057 KIOSK","3639 E. 9TH ST.","TEXARKANA","AR",71854,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"REHKOPF'S #5057","3639 E. 9TH ST.","TEXARKANA","AR",71854,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"SHOPPERS 52026","4801 MARLBORO PIKE","CORAL HILLS","MD",20743,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"AMERICAN LEGION POST #53","150 LEGION RD.","WEST MEMPHIS","AR",72301,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"E-Z MART #59","HWY 82 E","TEXARKANA","AR",71854,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"TOBACCO WAREHOUSE #6","600 WEST BROADWAY","WEST MEMPHIS","AR",72301,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"PILOT TRAVEL CENTER #607","3000 SERVICE LOOP ROAD","WEST MEMPHIS","AR",72301,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CIRCLE K STORES  INC. DBA CIRCLE K #6345","5707 LOOP 245 & I-30","TEXARKANA","AR",71854,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"ALTOONA GIANT EAGLE 649","181 SOPHIRA LANE LOGAN TOWN CENTRE","ALTOONA","PA",16602,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"PHILLIPS 66","15541 INTERSTATE 30","BENTON","AR",72015,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"MURPHY USA #6801","17305 I-30","BENTON","AR",72015,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"7-ELEVEN","6765 W. 95TH STREET","OAK LAWN","IL",60453,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CIRCLE K # 7043","71 MAIN ST","LINCOLN","ME",04457,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CIRCLE K # 7048","114 WEST BROADWAY","LINCOLN","ME",04457,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"RITE AID #7066","1402 S FOREST AVE","LUVERNE","AL",36049,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"RTE 739 SUNOCO XTRA MART","JUNCTION I84 AND RTE 739","LORDS VALLEY","PA",18428,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"7TH STREET FOOD MART","850 7TH STREET","WEST MEMPHIS","AR",72301,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"HANNAFORD FOOD & DRUG # 8167","109 PORTLAND RD","BRIDGTON","ME",04009,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"WAL-MART SUPERCENTER #85","17309 I-30","BENTON","AR",72015,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"A2M VARIETY","323 ROOSEVELT TR","NAPLES","ME",04055,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CASCO AG","978 MEADOW RD","CASCO","ME",04015,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"RITE AID","ATTN LICENSING POST OFFICE BOX 3165","HARRISBURG","PA",17105,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"AKSHAR YOGI STORE  LLC","308 HIGHWAY 315","PITTSTON","PA",18640,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"LOWERY'S ALBERT PIKE STORE","HWY 369","LANGLEY","AR",71952,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"ALL-STAR SPORTS BAR","8000 S. ROBERTS ROAD","JUSTICE","IL",60458,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"LILIS AMERICAN & ORIENTAL MKT","2341 BERRYHILL ST","HARRISBURG","PA",17104,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"AMERICAN GASOLINE","1401 E RIDGE PIKE","PLYMOUTH MEETING","PA",19462,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"THREE AMIGOS","1231 33 S 13TH ST","HARRISBURG","PA",17104,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"APPLEBEE'S SUPERETTE","248 GREENFIELD RD","GREENBUSH","ME",04418,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"D Y KYLE & ASSOCIATES LLC","2911 COLEBROOK DR","TEMPLE HILLS","MD",20748,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"COUNTRY BOYS AUDIO VIDEO MR CIGAR","624 W HARFORD ST","MILFORD","PA",18337,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"SHEPHERD AUTO SALES INC. DBA SHEPHERD'S QUICK STOP","3120 PINE ST.","ARKADELPHIA","AR",71923,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BRANCH AVENUE LIQUORS","3302 BRANCH AVE","TEMPLE HILLS","MD",20748,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"B N W VARIETY INC","340 MAIN RD","PASSADUMKEAG","ME",04475,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"JIMS BAIT SHOP","7172 HIGHWAY 50","DADEVILLE","AL",36853,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BAKERS COUNTRY STORE","RT 116","CONWAY","MA",01341,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BUSHWACKER'S BAR & DANCE HALL","18623 HWY 67 N","SWIFTON","AR",72471,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"MARKET BASKET","50 MAIN ST","HARRISON","ME",04040,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BEDFORD SPRINGS RESORT LP","2138 BUSINESS RTE 220","BEDFORD","PA",15522,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BIG MIKES BEER OUTLET","27 NORTH 16TH STREET","LEBANON","PA",17046,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BETHLEHEM EXXON","2038 EASTON AVE","BETHLEHEM","PA",18017,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BILL'S SUPER FOODS DBA FRESH MARKET","812 HWY. 67 SOUTH","TUCKERMAN","AR",72473,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BILLY BOYS","6400 W. 95TH STREET","OAK LAWN","IL",60453,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BOB'S PLACE","600 ROOSEVELT TRL","CASCO","ME",04015,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BOLSTER'S MILLS GENERAL STORE","4 BIG HILL RD","OTISFIELD","ME",04270,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BP","1243 S FORREST AVE","LUVERNE","AL",36049,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BP BROADWAY","400 W. BROADWAY STREET","WEST MEMPHIS","AR",72301,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BRIDGE STREET MARKET","36 BRIDGE ST","WEST ENFIELD","ME",04493,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BRIDGTON GAS & CONVENIENCE","233 MAIN ST","BRIDGTON","ME",04009,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"LIL MART BRIDGTON","443 PORTLAND RD","BRIDGTON","ME",04092,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"SUN BROTHERS MKT","407 S 16TH ST","HARRISBURG","PA",17104,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BRUNOS MARKETS II INC","401 KENNEDY BLVD","PITTSTON","PA",18640,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"SAVE-A-BUCK GROCERY","1101 EAST BROADWAY","WEST MEMPHIS","AR",72301,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"EAST END BUFFET","101 E. FORREST","JONESBORO","AR",72401,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BULL MARKET","1917 E. BROADWAY","WEST MEMPHIS","AR",72301,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"BURLINGTON GENERAL STORE","ROUTE 188 MAIN RD","BURLINGTON","ME",04417,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"C D LIQUORS","4945 MARLBORO PIKE","HILLSIDE","MD",20743,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"NORTH STREET CAFE","109 NORTH ST","CHERRYFIELD","ME",04622,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"PICCOLOS CAFE INC","201 S 17TH ST","HARRISBURG","PA",17104,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CAMP SPRINGS SHELL","6300 ALLENTOWN RD","CAMP SPRINGS","MD",20748,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"KOKATOSI CAMPGROUNDS","635 WEBBS MILLS RD","RAYMOND","ME",04071,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CARLEE'S CORNER","149 EAST THOMPSON ROAD","AMITY","AR",71921,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"JERRY LEONARDS CARRYOUT","1430 ADDISON RD SOUTH","CAPITOL HEIGHTS","MD",20743,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"MCKAYS CARRYOUT","9140 EDGEWORTH DR","CAPTIOL HEIGHTS","MD",20743,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"KETCH'S OLAMON CASH MARKET","193 MILITARY RD","GREENBUSH","ME",04418,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"SOUTHSIDE CHEVRON","118 E SOUTH ST","DADEVILLE","AL",36853,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CHOICE","1672 E PLEASANT VALLEY BL","ALTOONA","PA",16602,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CITGO","1005 WEST SOUTH STREET","BENTON","AR",72015,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"CITGO","3910 SOUTH CARAWAY ROAD","JONESBORO","AR",72404,"No","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"JONESTOWN CITGO","122 RACE HORSE DR","JONESTOWN","PA",17038,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"FOOD CITY","295 MAIN ST","BRIDGTON","ME",04009,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
"ROLLER CONVENIENCE STORE","154 SOUTH FRONT STREET","STEELTON","PA",17113,"Yes","No","N/A","N/A","Not available",07/19/2011,"No Violations Observed","","N/A"
