Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Inspection Date,Decision Date,Inspection Result,Link,Charges
"MOBIL","198 HARVARD ST","BROOKLINE","MA",02446,"No","No","N/A","N/A","Not available",05/24/2011,"No Violations Observed","","N/A"
"SHIMONS SERVICE STATION","455 HARVARD ST","BROOKLINE","MA",02446,"No","No","N/A","N/A","Not available",05/24/2011,"No Violations Observed","","N/A"
"SUNOCO","1958 BROADWAY","RAYNHAM","MA",02767,"No","No","N/A","N/A","Not available",05/24/2011,"No Violations Observed","","N/A"
"CVS PHARMACY #0078","14695 HWY 43","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"RHODES 101 STOP","535 N MAIN","SIKESTON","MO",63801,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"BUY RITE OF PINE BLUFF DBA / SPEEDWAY #102","100 W. WALNUT STREET","PINE BLUFF","AR",71601,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"FOODLAND 105","2861 HWY 101","ROGERSVILLE","AL",35652,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WALGREENS #10664","795 WILSON ST","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"LOVES COUNTRY STORE #11","1221 10TH ST","GREAT BEND","KS",67530,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WAL-MART #1101","4538 US HIGHWAY 231","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"STOP AND GO 12","2311 EAST ANDREWS AVE","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"CANNON OIL #16","826 E. ANDREWS AVE","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"PRESTO #1605","2337 WASHINGTON ST","GREAT BEND","KS",67530,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"PRESTO #1638","2001 S OLIVER ST","WICHITA","KS",67218,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SUPERMART #225","2252 ALMON ST","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"7-ELEVEN STORE 2303-26722C","23847 108TH AVE SE","KENT","WA",98031,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"7-ELEVEN 2306-26088C","1540 JADWIN AVE","RICHLAND","WA",99352,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"ALBERTSON'S NO. 252","690 W GAGE BLVD","RICHLAND","WA",99352,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SAFEWAY FUEL # 2639","430 SE BISHOP BLVD","PULLMAN","WA",99163,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SAFEWAY 2713","12410 FAIRWOOD PKWAY","BOWIE","MD",20720,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"FREDS STORE #2790","13150 HIGHWAY 43","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"FRED'S STORE #2805","3303 WEST MAIN PLACE","RUSSELLVILLE","AR",72801,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"HOLLEY MART 3","1000 OLD GEORGIA ROAD","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"FRATERNAL ORDER OF EAGLES ISSAQUAH AERIE 3054","175 FRONT ST N","ISSAQUAH","WA",98027,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"QUIKTRIP #326","2010 S BROADWAY","WICHITA","KS",67211,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"QUIKTRIP #329","5602 E HARRY","WICHITA","KS",67218,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"HARPS FOOD STORE #349","100 S. KNOXVILLE","RUSSELLVILLE","AR",72801,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"KANGAROO EXPRESS 3685","2525 AVALON AVE","MUSCLE SHOALS","AL",35661,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"QUIKTRIP #369","3216 E HARRY","WICHITA","KS",67211,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"QUIKTRIP #372","3106 E PAWNEE","WICHITA","KS",67211,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"RITE AID 3836","825 W HILLCREST RD","HAGERSTOWN","MD",21742,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WINN DIXIE STORE #428","US HIGHWAY 231 TOULOUSE VILLAGE SHOPPING CTR","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"PILOT TRAVEL CENTERS LLC #430","215 S R 331 NORTH","RUSSELLVILLE","AR",72802,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"GAS 44","1375 NEW STATE HWY","RAYNHAM","MA",02767,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"MARTINS FOOD MARKET 444","18726 N POINTE DR","HAGERSTOWN","MD",21742,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"ALBERTSONS # 474","20600 108TH AVE SE","KENT","WA",98031,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SAFEWAY STORE #486","3842 BRIDGEPORT WAY W","UNIVERSITY PLACE","WA",98466,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"PARADISE FOOD MART #5","1300 WOODWARD AVE","MUSCLE SHOALS","AL",35661,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"HOLLEY MART 5","25 HIGHWAY 143","ELMORE","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"RITE AID #5187","1065 NW GILMAN BLVD","ISSAQUAH","WA",98027,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"RITE AID #5189","20518 108TH AVE SE","KENT","WA",98031,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"JACKSONS #626","825 FRONT ST N","ISSAQUAH","WA",98027,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"JACKSONS #634","23953 104TH AVE SE","KENT","WA",98031,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"7-ELEVEN","359 BEDFORD ST","WHITMAN","MA",02382,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"7-ELEVEN","2 TARBELL ST","PEPPERELL","MA",01463,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"KWIK SHOP #748","2809 E DOUGLAS","WICHITA","KS",67211,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"KWIK SHOP #753","3907 BROADWAY","GREAT BEND","KS",67530,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"KWIK SHOP #767","100 E LONG","DIGHTON","KS",67839,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"GROCERY OUTLET #7714","955 ST ANDREWS AVE","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"DILLON STORE #91","3020 E DOUGLAS AVE","WICHITA","KS",67214,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"ISSAQUAH ARCO AM/PM","800 FRONT ST N","ISSAQUAH","WA",98027,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"BEACON AVENUE SHELL FOODMART","2424 BEACON AVE S","SEATTLE","WA",98144,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"JACKSON BAIT & TACKLE","1024 N HIGH ST","JACKSON","MO",63755,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"BAKER'S CORNER STORE","5601 OCEAN BEACH HWY","LONGVIEW","WA",98632,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"DAIRY BARN","864 MAIN ST","WINCHESTER","MA",01890,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"INDIA BAZAAR","20936 108TH AVE SE","KENT","WA",98031,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"BENSON MART","20712 108TH AVE SE","KENT","WA",98031,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"BIG STAR SUPERMARKET","314 S JACKSON AVE","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"BP","20 SOUTHWAY","GREENBELT","MD",20770,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"BUMPERS TEXACO","75930 TALLASSEE HWY","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"BYFIELD GENERAL STORE","10 A FRUIT ST PEARSON PLAZA","NEWBURY","MA",01922,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"C.D. LIQUORS","344 COMMONS DR","BOLINGBROOK","IL",60440,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"CAFE CONTINENTAL","6404 IVY LANE","GREENBELT","MD",20770,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"CASEYS TRUCK STOP","610 W OLD HWY 36","CHILLICOTHE","MO",64601,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"CASEY'S GENERAL STORE","211 S STORY ST","CHARLESTON","MO",63834,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"JETMORE FOOD CENTER","100 E WASH","JETMORE","KS",67854,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"CENTERWAY MINI MARKET","109 CENTERWAY RD SUITE A","GREENBELT","MD",20770,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"CHARLES TOP NOTCH PKG LIQUOR","606 W MARSHALL","CHARLESTON","MO",63834,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"JIFFY CHEK","10806 US HIGHWAY 231","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"ISSAQUAH CHEVRON","25 NW GILMAN BLVD","ISSAQUAH","WA",98027,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"LEGACY CHEVRON","13518 HWY 43 SO","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"RED EAGLE CHEVRON","8350 US HIGHWAY 231 N","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"NORTH ELMORE CHEVRON","1200 AL HIGHWAY 143","ELMORE","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"YAKIMA CHEVRON","1001 N 16TH AVE","YAKIMA","WA",98902,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"REDLAND ROAD CHEVRON","589 US HIGHWAY 231","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"CHEVRON","23791 HIGHWAY 24","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"HUNAN CHINA","9234 SPRINGHILL LANE","GREENBELT","MD",20770,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"M & M COMMUNITY MART","2427 E 13TH ST","WICHITA","KS",67214,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"PERRYVILLE CONOCO","312 S KINGSHIGHWAY","PERRYVILLE","MO",63775,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SRPH NEIGHBORS CONOCO","780 STEVENS DR","RICHLAND","WA",99352,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WINE COUNTRY","741 MAIN ST","WINCHESTER","MA",01890,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"COUNTRY MART","1 CHARLESTON PLAZA","CHARLESTON","MO",63834,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"DUCK IN & GO  INC. DBA TOWN & COUNTRY GROCERY","5000 MIDDLE WARREN RD.","PINE BLUFF","AR",71603,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"PUCKETT'S COUNTRY STORE  LLC","15452 HWY 65 N.","DENNARD","AR",72629,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"CUMBERLAND FARMS","680 BEDFORD ST","WHITMAN","MA",02382,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"CVS PHARMACY","266 NEW STATE HWY","RAYNHAM","MA",02767,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"MAIN STREET MINI MART D J LIQUOR","53 MAIN ST","NEWBURY","MA",01922,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"PAUL'S TOBACCO  INC. DBA PAUL'S TOBACCO HUT","3907 CAMDEN RD. #5 CHAPEL PLAZA","PINE BLUFF","AR",71603,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"ROAD RUNNER DELI MART","1419 3RD AVE S","YAKIMA","WA",98902,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"DIAMOND FUELS","311 SOUTH ST","WHITMAN","MA",02382,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"MAIN STREET EXPRESS","251 N MAIN","HOISINGTON","KS",67544,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"THE NEW FITZPATRICK GROCERY","9906 HIGHWAY 110","FITZPATRICK","AL",36029,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SNAPPY FOOD MART","HWY 65 & 92","BEE BRANCH","AR",72013,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"VALERO FOOD STORE","3002 BEACON AVE S","SEATTLE","WA",98144,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SEXTON FOODS","805 N. CHURCH","ATKINS","AR",72823,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"H & K FOOD MART","1358 HOLTVILLE HIGHWAY","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"HY VEE FOOD STORE","1210 WASHINGTON","CHILLICOTHE","MO",64601,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"K & J FOODS","101 W LONG","DIGHTON","KS",67839,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"FOODMASTER SUPER MARKETS","688 BEDFORD ST","WHITMAN","MA",02382,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"FRONT STREET MARKET","80 FRONT ST S","ISSAQUAH","WA",98027,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"KC GAS & GROCERIES","1955 S WASHINGTON ST","WICHITA","KS",67211,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"ST JOE'S GENERAL STORE","1230 W ST JOSEPH ST","PERRYVILLE","MO",63775,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"GREYHOUND PACKAGE STORE","676 BROADWAY","RAYNHAM","MA",02767,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"GULF","28 BOSTON POST RD","WAYLAND","MA",01778,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"GULF","1023 BROADWAY RT 138","RAYNHAM","MA",02767,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"H & H SALOON","91 FRONT ST N","ISSAQUAH","WA",98027,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"HARRIGANS LIQUOR","40 BEACH ST. # A","MANCHESTER","MA",01944,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"THE STORE AT HECTOR INC.","11231 SR 27","HECTOR","AR",72843,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"HEFLIN TEXACO","1476 ROSS ST","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"HESS","1315 BROADWAY","RAYNHAM","MA",02767,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"HESS","447 NEW STATE HWY","RAYNHAM","MA",02767,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"STRAWBERRY HILL LIQUOR","815 NORTH UNIVERSITY","PINE BLUFF","AR",71601,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"RENNIE KEASAL'S SERVICE","485 E MAIN","PULLMAN","WA",99163,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"KELLY MARKET","535 PLYMOUTH ST","WHITMAN","MA",02382,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"LA MILPA MARKET","602 1/2 W NOB HILL BLVD","YAKIMA","WA",98902,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"LANDYS MARKET","1417 BROADWAY RT 138","RAYNHAM","MA",02767,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"PAWNEE LIQUOR & SMOKE SHOP","606 E PAWNEE","WICHITA","KS",67211,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WHITMAN LIQUORS","682 BEDFORD ST","WHITMAN","MA",02382,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"M & M SMOKE SHOP","2330 N 21ST ST","WICHITA","KS",67214,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"MA & PAS","412 S VERMONT","RANSOM","KS",67572,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"MARS MART","1802 E 13TH NORTH STE 600","WICHITA","KS",67214,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"MARATHON","511 JORDAN AVENUE","TALLASSEE","AL",36078,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WALLSBORO MARATHON","10736 US HIGHWAY 231 NORTH","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SOLTERO'S MARKET","21080 108TH AVE SE","KENT","WA",98031,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"REGAL MARKETPLACE","401 SOUTH AV","WHITMAN","MA",02382,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"MINI SUPER MART","408 E SYCAMORE","NESS CITY","KS",67560,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"VALLEY MART","4 MILL ST","GREENFIELD","MA",01301,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WEOKA ROAD MINI MART","975 WEOKA ROAD","WETUMPKA","AL",36092,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"A & A MINI MART AND SMOKE SHOP","708 N 5TH AVE","YAKIMA","WA",98902,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SUNSET MART","1455 SE BISHOP BLVD","PULLMAN","WA",99163,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"MARYLOUS NEWS","564 WASHINGTON ST","WHITMAN","MA",02382,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"MIKES SMOKE SHOP","2129 S BROADWAY","WICHITA","KS",67211,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"POP N SHOP","410 E SANTA FE","ELLINWOOD","KS",67526,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"ODIN STORE","RR #01 BOX 15","CLAFLIN","KS",67525,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"R & P OIL SIKESTON","110 BROADWAY","SIKESTON","MO",63801,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"TOWN PANTRY","747 MAIN ST","WINCHESTER","MA",01890,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"POWERS SMOKESHOP","2119 E CENTRAL","WICHITA","KS",67214,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"PURE","14545 HIGHWAY 187","RUSSELLVILLE","AL",35653,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"RICHDALE","8 BEACH ST","MANCHESTER","MA",01944,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"STOP AND SHOP","695 MAIN ST","WINCHESTER","MA",01890,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"STOP AND SHOP","475 BEDFORD ST","WHITMAN","MA",02382,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SMOKE +","23635 104TH AVE SE","KENT","WA",98031,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SOLON SUPERETTE","56 N MAIN ST","SOLON","ME",04979,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WINCHESTER WINE AND SPIRITS","632 MAINS T","WINCHESTER","MA",01890,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"SUNOCO","96 SUMMER ST","MANCHESTER","MA",01944,"No","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WINEXPRESS","145 BOSTON PROVIDENCE TPKE","NORWOOD","MA",02062,"Yes","No","N/A","N/A","Not available",05/23/2011,"No Violations Observed","","N/A"
"WALGREENS # 06102","11718 MERIDIAN E","PUYALLUP","WA",98373,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"WALGREENS #09493","2351 S TOWNSEND AVE","MONTROSE","CO",81401,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"BEELINE 101","1604 SKIPPERVILLE ROAD","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"E-Z MART #103","2012 W 6TH","FAYETTEVILLE","AR",72701,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"OZARK SHELL #110","2149 US HIGHWAY 231 S","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"CIRCLE K #1136","204 MAIN ST","ELLENSBURG","WA",98926,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"WESTERN GAS & CONVENIENCE #126","938 S TOWNSEND AVE","MONTROSE","CO",81401,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"7-ELEVEN STORE NO 15203","705 E PLATTE AV","FT MORGAN","CO",80701,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"7-ELEVEN STORE NO 15431","603 W PLATTE","FT MORGAN","CO",80701,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"7-ELEVEN STORE NO 15955","620 EDISON ST","BRUSH","CO",80723,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"FREDS STORE #1915","731 ROSS ST","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"1ST STOP/CONOCO/FARM CREST MILK STORE","11614 W BELLVIEW","LITTLETON","CO",80127,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"WEIGEL'S # 2","8495 HIGHWAY 431","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"COUNTRY CONVENIENCE # 2","19511 CR 64","ROBERTSDALE","AL",36567,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"REDDY 2 GO FOOD STORE #2","7508 40TH ST W","UNIVERSITY PLACE","WA",98466,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"I 20 TEXACO","1945 ALMON STREET","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"HOBO PANTRY FOOD STORE #21","1022 S US HIGHWAY 231","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"EXPRESS MART 23","7000 HIGHWAY 46","HEFLIN","AL",36264,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"JIFFY #23","1030  LILLARD MEMORIAL HWY","ETOWAH","TN",37331,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"7-ELEVEN STORE 2307-23579C","112 W UNIVERSITY WAY","ELLENSBURG","WA",98926,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SUN MART #24","640 N STRATFORD RD","MOSES LAKE","WA",98837,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SAFEWAY STORE #2640","13308 MERIDIAN E","PUYALLUP","WA",98373,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"SAFEWAY STORE #3252","601 PIONEER WAY S","MOSES LAKE","WA",98837,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"HOP-IN #338","1355  UNION","MEMPHIS","TN",38104,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"MAVERICK QUICK STOP #34","1103 W VAN HOOK","MILAN","TN",38358,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"KANGAROO EXPRESS #3571","835  HIGHWAY 411 NORTH","ETOWAH","TN",37331,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"KANGAROO EXPRESS #3599","1157  HIGHWAY 68","SWEETWATER","TN",37874,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"KANGAROO EXPRESS #3600","230  TENNESSEE & 3RD   ST","ETOWAH","TN",37331,"Yes","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
"KANGAROO EXPRESS #3904","2306 US HIGHWAY 231","OZARK","AL",36360,"No","No","N/A","N/A","Not available",05/20/2011,"No Violations Observed","","N/A"
